Date,Users,Volume,Transactions
Thu Jun 24 2021,68,0,107
Wed Jun 23 2021,94,0,113
Tue Jun 22 2021,89,0,154
Mon Jun 21 2021,59,0,96
Sun Jun 20 2021,55,0,73
Sat Jun 19 2021,97,0,134
Fri Jun 18 2021,91,0,194
Thu Jun 17 2021,85,0,166
Wed Jun 16 2021,108,0,170
Tue Jun 15 2021,131,0,200
Mon Jun 14 2021,143,0,222
Sun Jun 13 2021,113,0,256
Sat Jun 12 2021,192,0,378
Fri Jun 11 2021,106,0,250
Thu Jun 10 2021,95,0,128
Wed Jun 09 2021,75,0,104
Tue Jun 08 2021,81,0,178
Mon Jun 07 2021,81,0,189
Sun Jun 06 2021,95,0,183
Sat Jun 05 2021,138,0,518
Fri Jun 04 2021,94,0,244
Thu Jun 03 2021,108,0,578
Wed Jun 02 2021,80,0,151
Tue Jun 01 2021,57,0,119
Mon May 31 2021,110,0,141
Sun May 30 2021,101,0,401
Sat May 29 2021,124,0,251
Fri May 28 2021,101,0,126
Thu May 27 2021,60,0,78
Wed May 26 2021,65,0,376
Tue May 25 2021,53,0,212
Mon May 24 2021,48,0,56
Sun May 23 2021,55,0,109
Sat May 22 2021,39,0,126
Fri May 21 2021,62,0,203
Thu May 20 2021,57,0,113
Wed May 19 2021,39,0,49
Tue May 18 2021,22,0,37
Mon May 17 2021,30,0,78
Sun May 16 2021,51,0,124
Sat May 15 2021,68,0,310
Fri May 14 2021,41,0,126
Thu May 13 2021,43,0,129
Wed May 12 2021,31,0,57
Tue May 11 2021,18,0,24
Mon May 10 2021,20,0,26
Sun May 09 2021,28,0,46
Sat May 08 2021,41,0,51
Fri May 07 2021,41,0,51
Thu May 06 2021,108,0,166
Wed May 05 2021,114,0,190
Tue May 04 2021,165,0,593
Mon May 03 2021,197,0,454
Sun May 02 2021,191,664.54,336
Sat May 01 2021,217,0,1168
Fri Apr 30 2021,104,0,216
Thu Apr 29 2021,84,0,183
Wed Apr 28 2021,49,0,146
Tue Apr 27 2021,67,0,195
Mon Apr 26 2021,62,0,122
Sun Apr 25 2021,74,0,196
Sat Apr 24 2021,95,0,291
Fri Apr 23 2021,74,0,159
Thu Apr 22 2021,38,0,121
Wed Apr 21 2021,39,0,53
Tue Apr 20 2021,22,0,31
